,house_name,house_located,house_room,house_area,house_price
207,华新村4居室-南卧,[福田区华强北] 3号线(龙岗线)华新,4室1厅,11.6 ㎡,￥ 2360                                                        (每月)
208,荔苑小区4居室-南卧,[南山区南头] 1号线(罗宝线)桃园,4室1厅,10.3 ㎡,￥ 2490                                                        (每月)
209,信义假日名城三期菁华园4居室-南卧,[龙岗区布吉] 5号线(环中线)百鸽笼,4室1厅,10.3 ㎡,￥ 1630                                                        (每月)
210,半岛花园A区4居室-南卧,[南山区太古城] 2号线(蛇口线)海月,4室1厅,11 ㎡,￥ 2590                                                        (每月)
211,华新村4居室-南卧,[福田区华强北] 3号线(龙岗线)华新,4室1厅,11.5 ㎡,￥ 2160                                                        (每月)
212,万科第五园一期4居室-东卧,[龙岗区坂田] 5号线(环中线)坂田,4室1厅,15.2 ㎡,￥ 2260                                                        (每月)
213,珠江旭景佳园3居室-南卧,[龙岗区坂田] 5号线(环中线)坂田,3室1厅,13.4 ㎡,￥ 1790                                                        (每月)
214,佳兆业城市广场三期4居室-北卧,[龙岗区坂田],4室1厅,11.5 ㎡,￥ 1890                                                        (每月)
215,佳兆业城市广场三期4居室-北卧,[龙岗区坂田],4室1厅,11.7 ㎡,￥ 1830                                                        (每月)
216,佳兆业城市广场三期4居室-北卧,[龙岗区坂田],4室1厅,11.9 ㎡,￥ 1890                                                        (每月)
217,佳兆业城市广场三期4居室-东卧,[龙岗区坂田],4室1厅,11.7 ㎡,￥ 1890                                                        (每月)
218,佳兆业城市广场三期4居室-北卧,[龙岗区坂田],4室1厅,11 ㎡,￥ 1890                                                        (每月)
219,皇庭世纪4居室-西卧,[福田区石厦] 7号线皇岗村,4室1厅,7 ㎡,￥ 2390                                                        (每月)
220,雅福居4居室-南卧,[福田区香蜜湖] 2号线(蛇口线)安托山,4室1厅,12 ㎡,￥ 2890                                                        (每月)
221,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,7.68 ㎡,￥ 1630                                                        (每月)
222,春华四季园二期5居室-南卧,[龙华区坂田] 5号线(环中线)五和,5室1厅,12.8 ㎡,￥ 1690                                                        (每月)
223,广博星海华庭4居室-南卧,[南山区蛇口] 2号线(蛇口线)湾厦,4室1厅,13.1 ㎡,￥ 2990                                                        (每月)
224,润恒尚园6居室-西卧,[宝安区碧海] 1号线(罗宝线)西乡,6室1厅,14 ㎡,￥ 1990                                                        (每月)
225,金玲花园5居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙华,5室1厅,7.8 ㎡,￥ 1490                                                        (每月)
226,颐安都会中央二期3居室-东卧,[龙岗区大运] 3号线(龙岗线)大运,3室1厅,9.83 ㎡,￥ 1990                                                        (每月)
227,中海深圳湾畔花园4居室-南卧,[南山区湾畔] 1号线(罗宝线)白石洲,4室1厅,约15 ㎡,￥ 2860                                                        (每月)
228,新安湖花园4居室-东南卧,[宝安区翻身] 5号线(环中线)灵芝,4室1厅,12.2 ㎡,￥ 1830                                                        (每月)
229,领航城领秀花园4居室-南卧,[宝安区西乡] 1号线(罗宝线)固戍,4室1厅,10.5 ㎡,￥ 1590                                                        (每月)
230,港铁天颂4居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙胜,4室1厅,9.5 ㎡,￥ 1890                                                        (每月)
231,港铁天颂5居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙胜,5室1厅,16.7 ㎡,￥ 2290                                                        (每月)
232,莲花一村4居室-南卧,[福田区莲花] 3号线(龙岗线)莲花村,4室1厅,11.5 ㎡,￥ 2260                                                        (每月)
233,富豪花园4居室-南卧,[龙岗区坂田] 5号线(环中线)坂田,4室1厅,15.1 ㎡,￥ 1690                                                        (每月)
234,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,9.96 ㎡,￥ 1730                                                        (每月)
235,星海名城一期六组团4居室-南卧,[南山区前海] 1号线(罗宝线)大新,4室1厅,13.27 ㎡,￥ 2960                                                        (每月)
236,凯丽花园4居室-南卧,[南山区科技园北] 1号线(罗宝线)深大,4室1厅,9.9 ㎡,￥ 2460                                                        (每月)
237,泰和花园4居室-南卧,[罗湖区布心] 5号线(环中线)布心,4室1厅,11.9 ㎡,￥ 1790                                                        (每月)
238,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,8.56 ㎡,￥ 1590                                                        (每月)
239,桦润馨居4居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙华,4室1厅,12.8 ㎡,￥ 1430                                                        (每月)
240,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,8.51 ㎡,￥ 1560                                                        (每月)
241,华茂苑4居室-南卧,[福田区梅林] 4号线(龙华线)莲花北,4室1厅,13.2 ㎡,￥ 2460                                                        (每月)
242,富瑰园5居室-西卧,[宝安区西乡] 1号线(罗宝线)坪洲,5室1厅,16.7 ㎡,￥ 1990                                                        (每月)
243,皇洲花园4居室-南卧,[福田区岗厦] 1号线(罗宝线)岗厦,4室1厅,10.8 ㎡,￥ 2560                                                        (每月)
244,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,8.3 ㎡,￥ 1690                                                        (每月)
245,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,8.7 ㎡,￥ 1690                                                        (每月)
246,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,8.5 ㎡,￥ 1630                                                        (每月)
247,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,8.7 ㎡,￥ 1690                                                        (每月)
248,美丽家园4居室-东卧,[龙华区龙华中心] 4号线(龙华线)清湖,4室1厅,13.8 ㎡,￥ 1990                                                        (每月)
249,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,8.2 ㎡,￥ 1690                                                        (每月)
250,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,8.47 ㎡,￥ 1660                                                        (每月)
251,碧海富通城二期4居室-南卧,[宝安区碧海] 11号线碧海湾,4室1厅,8.2 ㎡,￥ 1630                                                        (每月)
252,金竹园南座4居室-南卧,[南山区花园城] 2号线(蛇口线)海月,4室1厅,18.4 ㎡,￥ 2230                                                        (每月)
253,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,10 ㎡,￥ 1830                                                        (每月)
254,佳兆业城市广场三期4居室-北卧,[龙岗区坂田],4室1厅,10 ㎡,￥ 1890                                                        (每月)
255,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,10 ㎡,￥ 1830                                                        (每月)
256,风和日丽4居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙华,4室1厅,12.1 ㎡,￥ 1430                                                        (每月)
257,星河传奇一期4居室-北卧,[龙华区龙华中心] 4号线(龙华线)上塘,4室1厅,12.9 ㎡,￥ 2290                                                        (每月)
258,竹盛花园4居室-南卧,[福田区车公庙] 1号线(罗宝线)竹子林,4室1厅,11.3 ㎡,￥ 2790                                                        (每月)
259,梅兴苑4居室-南卧,[福田区梅林] 9号线梅村,4室1厅,11.9 ㎡,￥ 2330                                                        (每月)
260,景田西小区4居室-南卧,[福田区景田] 2号线(蛇口线)景田,4室1厅,11.6 ㎡,￥ 2360                                                        (每月)
261,东乐花园4居室-南卧,[罗湖区百仕达] 5号线(环中线)太安,4室1厅,9 ㎡,￥ 1860                                                        (每月)
262,广兴源圣拿威6居室-西卧,[宝安区碧海] 1号线(罗宝线)坪洲,6室1厅,18.3 ㎡,￥ 2390                                                        (每月)
263,桦润馨居4居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙华,4室1厅,15.5 ㎡,￥ 1690                                                        (每月)
264,颐林雅院5居室-南卧,[福田区梅林] 4号线(龙华线)上梅林,5室1厅,约19.1 ㎡,￥ 2960                                                        (每月)
265,福民新村4居室-南卧,[福田区岗厦] 7号线皇岗口岸,4室1厅,11.4 ㎡,￥ 2130                                                        (每月)
266,深业新岸线二期5居室-南卧,[宝安区宝安中心] 1号线(罗宝线)宝体,5室1厅,9.2 ㎡,￥ 2490                                                        (每月)
267,汇龙苑4居室-西卧,[龙华区深圳北站] 4号线(龙华线)白石龙,4室1厅,12.8 ㎡,￥ 1990                                                        (每月)
268,星河传奇一期3居室-南卧,[龙华区龙华中心] 4号线(龙华线)上塘,3室1厅,13.8 ㎡,￥ 1860                                                        (每月)
269,大信花园4居室-东卧,[龙华区龙华中心] 4号线(龙华线)龙华,4室1厅,10.3 ㎡,￥ 1890                                                        (每月)
270,留仙苑1期4居室-南卧,[南山区西丽] 7号线西丽,4室1厅,13.3 ㎡,￥ 2590                                                        (每月)
271,春华四季园一期4居室-西卧,[龙华区坂田] 5号线(环中线)五和,4室1厅,13.8 ㎡,￥ 2160                                                        (每月)
272,麒麟花园3居室-南卧,[南山区科技园南] 1号线(罗宝线)桃园,3室1厅,12.2 ㎡,￥ 2690                                                        (每月)
273,景贝北小区3居室-南卧,[罗湖区凤凰] 5号线(环中线)怡景,3室1厅,11.5 ㎡,￥ 1960                                                        (每月)
274,荣超花园4居室-南卧,[龙岗区布吉] 3号线(龙岗线)草埔,4室1厅,10.3 ㎡,￥ 1590                                                        (每月)
275,愉康花园4居室-南卧,[南山区南头] 11号线南山,4室1厅,10.1 ㎡,￥ 2090                                                        (每月)
276,万科四季花城二期4居室-南卧,[龙岗区坂田] 5号线(环中线)五和,4室1厅,7.1 ㎡,￥ 1560                                                        (每月)
277,汇龙苑3居室-南卧,[龙华区深圳北站] 4号线(龙华线)白石龙,3室1厅,12.5 ㎡,￥ 1790                                                        (每月)
278,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,7.53 ㎡,￥ 1690                                                        (每月)
279,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,7.6 ㎡,￥ 1630                                                        (每月)
280,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,7.7 ㎡,￥ 1660                                                        (每月)
281,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,7.6 ㎡,￥ 1630                                                        (每月)
282,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,7.4 ㎡,￥ 1690                                                        (每月)
283,丰润花园4居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙华,4室1厅,12.7 ㎡,￥ 1460                                                        (每月)
284,康达尔花园四期4居室-东卧,[龙岗区布吉] 3号线(龙岗线)大芬,4室1厅,10.8 ㎡,￥ 1890                                                        (每月)
285,港铁天颂5居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙胜,5室1厅,19.5 ㎡,￥ 2690                                                        (每月)
286,泰华豪园4居室-南卧,[宝安区西乡] 1号线(罗宝线)坪洲,4室1厅,10.3 ㎡,￥ 1560                                                        (每月)
287,汇景豪苑4居室-南卧,[南山区科技园北] 1号线(罗宝线)深大,4室1厅,10.1 ㎡,￥ 3290                                                        (每月)
288,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,9.96 ㎡,￥ 1830                                                        (每月)
289,维富大厦5居室-南卧,[罗湖区布心] 3号线(龙岗线)水贝,5室1厅,9.6 ㎡,￥ 2230                                                        (每月)
290,珠江旭景佳园4居室-西卧,[龙岗区坂田] 5号线(环中线)坂田,4室1厅,12.1 ㎡,￥ 2160                                                        (每月)
291,汇宾广场4居室-西南卧,[南山区南油] 11号线南山,4室1厅,13 ㎡,￥ 3030                                                        (每月)
292,美荔园5居室-南卧,[罗湖区地王] 3号线(龙岗线)红岭,5室1厅,18.9 ㎡,￥ 3030                                                        (每月)
293,白金假日公寓4居室-南卧,[宝安区碧海] 1号线(罗宝线)坪洲,4室1厅,9.2 ㎡,￥ 1790                                                        (每月)
294,万家灯火4居室-北卧,[龙华区坂田] 4号线(龙华线)民乐,4室1厅,14.4 ㎡,￥ 1760                                                        (每月)
295,松坪村菊苑3居室-南卧,[南山区科技园北] 7号线珠光,3室1厅,9.2 ㎡,￥ 2060                                                        (每月)
296,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,8.63 ㎡,￥ 1590                                                        (每月)
297,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,8.29 ㎡,￥ 1530                                                        (每月)
298,万科第五园一期4居室-东卧,[龙岗区坂田] 5号线(环中线)坂田,4室1厅,11.5 ㎡,￥ 2090                                                        (每月)
299,雍翠华府4居室-南卧,[罗湖区布心] 3号线(龙岗线)水贝,4室1厅,8.8 ㎡,￥ 2590                                                        (每月)
300,鼎太风华四期4居室-南卧,[南山区前海] 11号线南山,4室1厅,14.5 ㎡,￥ 3060                                                        (每月)
301,华昱苑3居室-西卧,[龙华区龙华中心] 4号线(龙华线)龙华,3室1厅,11 ㎡,￥ 1690                                                        (每月)
302,滨海春城4居室-西卧,[宝安区翻身] 5号线(环中线)翻身,4室1厅,13.5 ㎡,￥ 2090                                                        (每月)
303,信义金御半山二期6居室-东卧,[龙岗区布吉] 5号线(环中线)百鸽笼,6室1厅,18.3 ㎡,￥ 2430                                                        (每月)
304,星河传奇一期3居室-南卧,[龙华区龙华中心] 4号线(龙华线)上塘,3室1厅,12 ㎡,￥ 1890                                                        (每月)
305,万科四季花城一期5居室-西卧,[龙岗区坂田] 5号线(环中线)五和,5室1厅,13.1 ㎡,￥ 1990                                                        (每月)
306,留仙苑1期4居室-南卧,[南山区西丽] 7号线西丽,4室1厅,12.7 ㎡,￥ 2590                                                        (每月)
307,华茂苑4居室-南卧,[福田区梅林] 4号线(龙华线)莲花北,4室1厅,9.3 ㎡,￥ 2260                                                        (每月)
308,福中福花园一期4居室-南卧,[宝安区碧海] 1号线(罗宝线)坪洲,4室1厅,10.6 ㎡,￥ 1760                                                        (每月)
309,万科四季花城七期5居室-东卧,[龙岗区坂田] 5号线(环中线)五和,5室1厅,16.8 ㎡,￥ 2390                                                        (每月)
310,理想居4居室-北卧,[宝安区翻身] 1号线(罗宝线)宝体,4室1厅,13.4 ㎡,￥ 1990                                                        (每月)
311,珠江旭景佳园3居室-南卧,[龙岗区坂田] 5号线(环中线)坂田,3室1厅,12.8 ㎡,￥ 1790                                                        (每月)
312,信义嘉御山5居室-南卧,[龙岗区坂田] 5号线(环中线)五和,5室1厅,9.01 ㎡,￥ 1730                                                        (每月)
313,龙联花园4居室-南卧,[南山区西丽] 7号线珠光,4室1厅,11.9 ㎡,￥ 2490                                                        (每月)
314,碧海富通城六期4居室-北卧,[宝安区西乡] 11号线碧海湾,4室1厅,11.2 ㎡,￥ 2090                                                        (每月)
315,汇龙花园4居室-北卧,[福田区梅林] 4号线(龙华线)上梅林,4室1厅,16.5 ㎡,￥ 2490                                                        (每月)
316,南国丽城4居室-西南卧,[南山区大学城] 7号线西丽,4室1厅,13.1 ㎡,￥ 2430                                                        (每月)
317,珠光花半里4居室-西卧,[南山区西丽] 7号线珠光,4室1厅,12.4 ㎡,￥ 2290                                                        (每月)
318,泰和花园3居室-南卧,[罗湖区布心] 5号线(环中线)布心,3室1厅,10 ㎡,￥ 1930                                                        (每月)
319,马古岭小区4居室-南卧,[罗湖区翠竹] 3号线(龙岗线)田贝,4室1厅,10.9 ㎡,￥ 1690                                                        (每月)
320,布心花园一区4居室-东卧,[罗湖区布心] 5号线(环中线)太安,4室1厅,10 ㎡,￥ 1690                                                        (每月)
321,海月花园三期6居室-南卧,[南山区太古城] 2号线(蛇口线)海月,6室1厅,15.7 ㎡,￥ 3060                                                        (每月)
322,泰华豪园4居室-西卧,[宝安区西乡] 1号线(罗宝线)坪洲,4室1厅,12.6 ㎡,￥ 2090                                                        (每月)
323,华昱苑3居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙华,3室1厅,12.2 ㎡,￥ 1690                                                        (每月)
324,丽新花园5居室-南卧,[南山区留仙] 5号线(环中线)西丽,5室1厅,11.1 ㎡,￥ 2190                                                        (每月)
325,金景花园3居室-南卧,[罗湖区八卦岭] 9号线银湖,3室1厅,11.3 ㎡,￥ 2160                                                        (每月)
326,溪山4居室-南卧,[龙华区坂田] 4号线(龙华线)民乐,4室1厅,13.4 ㎡,￥ 2260                                                        (每月)
327,天威花园4居室-西南卧,[福田区莲花] 4号线(龙华线)莲花北,4室1厅,11.2 ㎡,￥ 2190                                                        (每月)
328,万科四季花城二期4居室-南卧,[龙岗区坂田] 5号线(环中线)五和,4室1厅,7.8 ㎡,￥ 1460                                                        (每月)
329,特发小区4居室-南卧,[福田区香蜜湖东] 2号线(蛇口线)香梅北,4室1厅,13.4 ㎡,￥ 2160                                                        (每月)
330,龙辉花园4居室-南卧,[南山区西丽] 7号线珠光,4室1厅,10.4 ㎡,￥ 1830                                                        (每月)
331,万科四季花城二期4居室-南卧,[龙岗区坂田] 5号线(环中线)五和,4室1厅,7.9 ㎡,￥ 1460                                                        (每月)
332,英郡年华4居室-北卧,[龙岗区丹竹头] 3号线(龙岗线)丹竹头,4室1厅,10.5 ㎡,￥ 1890                                                        (每月)
333,港铁天颂3居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙胜,3室1厅,11.8 ㎡,￥ 1990                                                        (每月)
334,白金假日公寓4居室-南卧,[宝安区碧海] 1号线(罗宝线)坪洲,4室1厅,8.3 ㎡,￥ 1730                                                        (每月)
335,风临洲4居室-东北卧,[宝安区宝安中心] 5号线(环中线)翻身,4室1厅,14.17 ㎡,￥ 2390                                                        (每月)
336,花果山小区4居室-南卧,[南山区花园城] 2号线(蛇口线)水湾,4室1厅,7.9 ㎡,￥ 1860                                                        (每月)
337,世纪春城二期4居室-南卧,[龙华区民治] 4号线(龙华线)红山,4室1厅,9.72 ㎡,￥ 1490                                                        (每月)
338,世纪春城二期4居室-南卧,[龙华区民治] 4号线(龙华线)红山,4室1厅,9.5 ㎡,￥ 1490                                                        (每月)
339,华茂苑4居室-南卧,[福田区梅林] 4号线(龙华线)莲花北,4室1厅,9.3 ㎡,￥ 2390                                                        (每月)
340,佳兆业城市广场一期5居室-南卧,[龙岗区坂田],5室1厅,10 ㎡,￥ 1760                                                        (每月)
341,佳兆业城市广场三期4居室-东卧,[龙岗区坂田],4室1厅,10.66 ㎡,￥ 2060                                                        (每月)
342,勤诚达22世纪二期4居室-东南卧,[宝安区新安] 5号线(环中线)洪浪北,4室1厅,11.51 ㎡,￥ 2660                                                        (每月)
343,华润城润府一期4居室-南卧,[南山区科技园北] 1号线(罗宝线)高新园,4室1厅,12.5 ㎡,￥ 3260                                                        (每月)
344,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,7.9 ㎡,￥ 1590                                                        (每月)
345,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,7.1 ㎡,￥ 1590                                                        (每月)
346,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,7.6 ㎡,￥ 1590                                                        (每月)
347,桂芳园六期4居室-南卧,[龙岗区布吉] 3号线(龙岗线)大芬,4室1厅,9.5 ㎡,￥ 1560                                                        (每月)
348,新秀村南区4居室-南卧,[罗湖区新秀] 2号线(蛇口线)新秀,4室1厅,11 ㎡,￥ 1590                                                        (每月)
349,椰风海岸4居室-南卧,[南山区前海] 1号线(罗宝线)大新,4室1厅,11 ㎡,￥ 2590                                                        (每月)
350,广兴源圣拿威6居室-西卧,[宝安区碧海] 1号线(罗宝线)坪洲,6室1厅,15.7 ㎡,￥ 2290                                                        (每月)
351,春华四季园一期5居室-北卧,[龙华区坂田] 5号线(环中线)五和,5室1厅,9.3 ㎡,￥ 1690                                                        (每月)
352,建业小区南区4居室-南卧,[福田区车公庙] 7号线农林,4室1厅,13.5 ㎡,￥ 2130                                                        (每月)
353,田苑小区4居室-南卧,[罗湖区翠竹] 7号线洪湖,4室1厅,11.3 ㎡,￥ 1660                                                        (每月)
354,领航城领秀花园3居室-南卧,[宝安区西乡] 1号线(罗宝线)固戍,3室1厅,10.3 ㎡,￥ 1560                                                        (每月)
355,领航城领秀花园3居室-南卧,[宝安区西乡] 1号线(罗宝线)固戍,3室1厅,10.3 ㎡,￥ 1560                                                        (每月)
356,万科金色半山4居室-南卧,[龙岗区坂田] 5号线(环中线)杨美,4室1厅,9.1 ㎡,￥ 1460                                                        (每月)
357,佳兆业城市广场一期4居室-南卧,[龙岗区坂田],4室1厅,13.3 ㎡,￥ 1790                                                        (每月)
358,信义嘉御山5居室-南卧,[龙岗区坂田] 5号线(环中线)五和,5室1厅,8.62 ㎡,￥ 1790                                                        (每月)
359,华润城润府一期4居室-南卧,[南山区科技园北] 1号线(罗宝线)高新园,4室1厅,10.6 ㎡,￥ 3290                                                        (每月)
360,桦润馨居4居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙华,4室1厅,9.72 ㎡,￥ 1490                                                        (每月)
361,勤诚达22世纪二期4居室-南卧,[宝安区新安] 5号线(环中线)洪浪北,4室1厅,5.36 ㎡,￥ 1530                                                        (每月)
362,达海花园4居室-东卧,[宝安区宝安中心] 1号线(罗宝线)宝体,4室1厅,17.8 ㎡,￥ 2590                                                        (每月)
363,建业小区南区4居室-南卧,[福田区车公庙] 7号线农林,4室1厅,10.9 ㎡,￥ 1790                                                        (每月)
364,鹏城花园4居室-南卧,[罗湖区布心] 5号线(环中线)布心,4室1厅,10 ㎡,￥ 1790                                                        (每月)
365,天海花园4居室-南卧,[南山区海岸城] 2号线(蛇口线)登良,4室1厅,15 ㎡,￥ 2430                                                        (每月)
366,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,8.53 ㎡,￥ 1490                                                        (每月)
367,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,8.65 ㎡,￥ 1490                                                        (每月)
368,华润城润府一期4居室-南卧,[南山区科技园北] 1号线(罗宝线)高新园,4室1厅,10.1 ㎡,￥ 3060                                                        (每月)
369,特发小区4居室-南卧,[福田区香蜜湖东] 2号线(蛇口线)香梅北,4室1厅,7.61 ㎡,￥ 1690                                                        (每月)
370,雷圳碧榕湾3居室-南卧,[南山区前海] 1号线(罗宝线)鲤鱼门,3室1厅,7.7 ㎡,￥ 2330                                                        (每月)
371,金玲花园5居室-北卧,[龙华区龙华中心] 4号线(龙华线)龙华,5室1厅,11.6 ㎡,￥ 1790                                                        (每月)
372,碧岭华庭5居室-南卧,[罗湖区布心] 3号线(龙岗线)水贝,5室1厅,9.2 ㎡,￥ 1690                                                        (每月)
373,布心花园一区4居室-北卧,[罗湖区布心] 5号线(环中线)太安,4室1厅,9.5 ㎡,￥ 1630                                                        (每月)
374,福中福花园一期4居室-北卧,[宝安区碧海] 1号线(罗宝线)坪洲,4室1厅,13.5 ㎡,￥ 2190                                                        (每月)
375,莲花一村4居室-南卧,[福田区莲花] 3号线(龙岗线)莲花村,4室1厅,12.6 ㎡,￥ 2690                                                        (每月)
376,美丽家园4居室-南卧,[龙华区龙华中心] 4号线(龙华线)清湖,4室1厅,15.2 ㎡,￥ 1860                                                        (每月)
377,富豪花园4居室-南卧,[龙岗区坂田] 5号线(环中线)坂田,4室1厅,13.3 ㎡,￥ 1590                                                        (每月)
378,布心花园二区3居室-南卧,[罗湖区布心] 7号线太安,3室1厅,12.9 ㎡,￥ 1890                                                        (每月)
379,华联城市全景4居室-南卧,[宝安区新安] 5号线(环中线)洪浪北,4室1厅,10 ㎡,￥ 2190                                                        (每月)
380,鹏城花园4居室-东卧,[罗湖区布心] 5号线(环中线)布心,4室1厅,8 ㎡,￥ 1760                                                        (每月)
381,公路局大院4居室-南卧,[罗湖区翠竹] 3号线(龙岗线)田贝,4室1厅,10.3 ㎡,￥ 1590                                                        (每月)
382,珠江旭景佳园3居室-南卧,[龙岗区坂田] 5号线(环中线)坂田,3室1厅,12.8 ㎡,￥ 1890                                                        (每月)
383,金地海景花园4居室-南卧,[福田区福荣] 7号线沙尾,4室1厅,11.9 ㎡,￥ 3060                                                        (每月)
384,华业玫瑰四季馨园一期5居室-东卧,[龙华区龙华中心] 4号线(龙华线)红山,5室1厅,17 ㎡,￥ 2560                                                        (每月)
385,春华四季园二期5居室-北卧,[龙华区坂田] 5号线(环中线)五和,5室1厅,8.8 ㎡,￥ 1690                                                        (每月)
386,富通天骏4居室-东卧,[龙华区清湖] 4号线(龙华线)龙华,4室1厅,10.3 ㎡,￥ 2060                                                        (每月)
387,美丽家园3居室-南卧,[龙华区龙华中心] 4号线(龙华线)清湖,3室1厅,10.7 ㎡,￥ 1790                                                        (每月)
388,东方富苑4居室-南卧,[福田区梅林] 4号线(龙华线)莲花北,4室1厅,12.1 ㎡,￥ 2560                                                        (每月)
389,桃源村一期4居室-南卧,[南山区桃源村] 7号线桃源村,4室1厅,9.92 ㎡,￥ 1830                                                        (每月)
390,鹏益花园2居室-南卧,[福田区八卦岭] 7号线八卦岭,2室1厅,约30 ㎡,￥ 3260                                                        (每月)
391,万家灯火4居室-南卧,[龙华区坂田] 4号线(龙华线)民乐,4室1厅,12 ㎡,￥ 1760                                                        (每月)
392,泰美园5居室-南卧,[福田区石厦] 7号线石厦,5室1厅,15.1 ㎡,￥ 2660                                                        (每月)
393,龙珠花园(布吉)4居室-南卧,[龙岗区布吉] 3号线(龙岗线)布吉,4室1厅,9.2 ㎡,￥ 1760                                                        (每月)
394,佳兆业城市广场一期5居室-北卧,[龙岗区坂田],5室1厅,9.3 ㎡,￥ 1790                                                        (每月)
395,佳兆业城市广场三期4居室-东卧,[龙岗区坂田],4室1厅,6 ㎡,￥ 1590                                                        (每月)
396,佳兆业城市广场三期4居室-东卧,[龙岗区坂田],4室1厅,6 ㎡,￥ 1590                                                        (每月)
397,华联城市全景4居室-南卧,[宝安区新安] 5号线(环中线)洪浪北,4室1厅,9.88 ㎡,￥ 2060                                                        (每月)
398,勤诚达22世纪二期4居室-东卧,[宝安区新安] 5号线(环中线)洪浪北,4室1厅,8.29 ㎡,￥ 2190                                                        (每月)
399,万科四季花城六期5居室-东卧,[龙岗区坂田] 5号线(环中线)五和,5室1厅,15.1 ㎡,￥ 2260                                                        (每月)
400,华茂苑4居室-西南卧,[福田区梅林] 4号线(龙华线)莲花北,4室1厅,13.4 ㎡,￥ 2160                                                        (每月)
401,金玲花园5居室-北卧,[龙华区龙华中心] 4号线(龙华线)龙华,5室1厅,12.4 ㎡,￥ 1890                                                        (每月)
402,港铁天颂5居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙胜,5室1厅,15.1 ㎡,￥ 2590                                                        (每月)
403,泰和花园3居室-南卧,[罗湖区布心] 5号线(环中线)布心,3室1厅,10.8 ㎡,￥ 2190                                                        (每月)
404,港铁天颂5居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙胜,5室1厅,15 ㎡,￥ 2590                                                        (每月)
405,万家灯火4居室-南卧,[龙华区坂田] 4号线(龙华线)民乐,4室1厅,11.9 ㎡,￥ 1690                                                        (每月)
406,阳光第五季4居室-南卧,[龙岗区坂田] 5号线(环中线)五和,4室1厅,11.3 ㎡,￥ 1690                                                        (每月)
407,仓前锦福苑4居室-西南卧,[南山区南头] 1号线(罗宝线)大新,4室1厅,13.5 ㎡,￥ 3190                                                        (每月)
408,雅福居4居室-南卧,[福田区香蜜湖] 2号线(蛇口线)安托山,4室1厅,12.1 ㎡,￥ 3290                                                        (每月)
409,华润城润府一期4居室-南卧,[南山区科技园北] 1号线(罗宝线)高新园,4室1厅,10.4 ㎡,￥ 3190                                                        (每月)
410,建业小区南区4居室-南卧,[福田区车公庙] 7号线农林,4室1厅,9.1 ㎡,￥ 1860                                                        (每月)
411,春华四季园二期5居室-北卧,[龙华区坂田] 5号线(环中线)五和,5室1厅,9.6 ㎡,￥ 1590                                                        (每月)
412,英达花园5居室-南卧,[罗湖区布心] 3号线(龙岗线)水贝,5室1厅,10.4 ㎡,￥ 1660                                                        (每月)
413,英郡年华5居室-西南卧,[龙岗区丹竹头] 3号线(龙岗线)丹竹头,5室1厅,17.9 ㎡,￥ 1760                                                        (每月)
