,house_name,house_located,house_room,house_area,house_price,subway_info
438,世纪春城一期,龙华区,4室1厅,15.7,1990,5号线
439,汇龙湾,龙华区,6室1厅,9.98,1590,4号线
440,松茂御龙湾,宝安区,5室1厅,13.1,2230,11号线
441,星都豪庭,龙岗区,6室1厅,7.9,1690,3号线
442,润恒尚园,宝安区,6室1厅,16.6,1790,1号线
443,金盾花园,罗湖区,4室1厅,11.6,1790,2号线
444,中海日辉台,龙岗区,4室1厅,11.3,1790,5号线
445,汇龙花园,福田区,5室1厅,14.4,1960,4号线
446,贝丽花园,罗湖区,4室1厅,9.4,1690,3号线
447,华润城润府一期,南山区,4室1厅,10.1,3290,1号线
448,百合星城一期,龙岗区,3室1厅,13.4,1930,3号线
449,东乐花园,罗湖区,4室1厅,13.0,1990,5号线
450,美丽365花园,龙华区,5室1厅,15.5,1790,4号线
451,东方富苑,福田区,4室1厅,13.6,2760,4号线
452,幸福海岸二期,宝安区,4室1厅,14.3,2530,1号线
453,名仕春天,南山区,5室1厅,24.2,2530,1号线
454,福中福花园一期,宝安区,4室1厅,10.4,1930,1号线
455,富通天骏,龙华区,5室1厅,9.9,1590,4号线
456,理想居,宝安区,4室1厅,13.4,2390,1号线
457,泰华锦绣城,宝安区,5室1厅,10.4,1630,5号线
458,英丽阁,罗湖区,3室1厅,11.6,2230,3号线
459,珠江旭景佳园,龙岗区,3室1厅,9.9,1790,5号线
460,珠江旭景佳园,龙岗区,3室1厅,9.9,1790,5号线
461,景蜜村,福田区,4室1厅,8.0,1890,2号线
462,珠光花半里,南山区,4室1厅,7.62,1930,7号线
463,特发小区,福田区,4室1厅,12.2,2360,2号线
464,阳光棕榈园一期,南山区,5室1厅,16.4,2490,1号线
465,春树里,南山区,4室1厅,14.2,2630,2号线
466,西城上筑花园,宝安区,4室1厅,13.2,2430,5号线
467,太子山庄,南山区,4室1厅,18.7,2490,11号线
468,星河传奇一期,龙华区,4室1厅,6.9,1460,4号线
469,建业小区南区,福田区,4室1厅,10.8,2060,7号线
470,莲花北村,福田区,4室1厅,7.53,1590,4号线
471,茂恒园,福田区,3室1厅,10.3,2890,9号线
472,中信海阔天空,南山区,4室1厅,18.3,4030,2号线
473,金竹园南座,南山区,4室1厅,25.1,2760,2号线
474,华茂苑,福田区,4室1厅,13.4,2390,4号线
475,玉湖湾,宝安区,4室1厅,11.0,1890,11号线
476,万科城三期,龙岗区,4室1厅,18.88,2390,5号线
477,汇福花园,龙岗区,4室1厅,8.13,1490,3号线
478,幸福海岸二期,宝安区,4室1厅,9.7,2090,1号线
479,翠苑住宅小区,罗湖区,4室1厅,13.0,1860,5号线
480,福民新村,福田区,4室1厅,14.1,2060,7号线
481,现代城华庭,南山区,4室1厅,11.6,3130,11号线
482,万科城二期,龙岗区,4室1厅,11.8,2490,5号线
483,深业新岸线二期,宝安区,5室1厅,16.6,2490,1号线
484,后海花半里雅居,南山区,5室1厅,14.7,3760,2号线
485,特发小区,福田区,4室1厅,10.5,2160,2号线
486,华业玫瑰四季馨园一期,龙华区,5室1厅,12.0,2260,4号线
487,太阳雨家园,龙岗区,4室1厅,11.7,1660,5号线
488,万科四季花城二期,龙岗区,4室1厅,11.8,1690,5号线
489,中翠花园,龙岗区,5室1厅,18.5,1990,3号线
490,港铁天颂,龙华区,4室1厅,11.0,2360,4号线
491,港铁天颂,龙华区,4室1厅,11.0,2360,4号线
492,碧海富通城六期,宝安区,4室1厅,9.6,2290,11号线
493,龙屋小区,罗湖区,4室1厅,8.7,1690,3号线
494,滢水山庄,龙华区,4室1厅,12.5,1790,4号线
495,康达尔花园五期蝴蝶堡,龙岗区,4室1厅,9.5,2190,3号线
496,中海月朗苑,龙岗区,4室1厅,12.7,1790,5号线
497,世外桃源九区,宝安区,4室1厅,13.2,1860,1号线
498,新秀村南区,罗湖区,4室1厅,9.23,1760,2号线
499,长福花园,福田区,4室1厅,11.5,2190,3号线
500,桂芳园五期,龙岗区,3室1厅,9.2,1760,3号线
501,玉湖湾,宝安区,6室1厅,11.8,2060,11号线
502,云栖西岸,南山区,5室1厅,10.8,2230,1号线
503,荔园阁,福田区,4室1厅,6.17,1760,9号线
504,中海日辉台,龙岗区,4室1厅,9.97,1660,5号线
505,鹏城花园,罗湖区,4室1厅,8.62,1590,5号线
506,南航明珠花园,宝安区,4室1厅,9.2,1690,1号线
507,汇金家园,南山区,4室1厅,8.6,2060,1号线
508,丽港湾,福田区,4室1厅,7.4,1890,4号线
509,景贝南小区,罗湖区,4室1厅,11.6,1990,5号线
510,红荔村,福田区,4室1厅,6.0,1660,2号线
511,荔苑小区,南山区,4室1厅,7.49,1860,1号线
512,金桃园大厦,南山区,4室1厅,11.9,2660,1号线
513,桃源村二期,南山区,4室1厅,9.8,2130,7号线
514,莱蒙水榭春天二期,龙华区,3室1厅,12.0,2460,4号线
515,桂芳园七期,龙岗区,5室1厅,9.5,1560,3号线
516,港铁天颂,龙华区,3室1厅,6.9,1890,4号线
517,港铁天颂,龙华区,3室1厅,6.75,1860,4号线
518,华润城润府一期,南山区,4室1厅,10.8,3330,1号线
519,文德福花园,南山区,4室1厅,14.6,3130,2号线
520,碧海湾花园,宝安区,4室1厅,14.3,1790,1号线
521,万科第五园三期,龙岗区,5室1厅,7.8,1690,5号线
522,英达花园,罗湖区,5室1厅,10.3,1890,3号线
523,天威花园,福田区,4室1厅,9.3,1960,4号线
524,桂芳园五期,龙岗区,3室1厅,10.3,1860,3号线
525,碧岭华庭,罗湖区,5室1厅,6.1,1660,3号线
526,梅兴苑,福田区,4室1厅,13.8,2060,9号线
527,港铁天颂,龙华区,3室1厅,17.6,2990,4号线
528,太子山庄,南山区,4室1厅,13.1,2030,11号线
529,南光城市花园,南山区,4室1厅,9.0,2230,11号线
530,公路局大院,罗湖区,4室1厅,15.5,2090,3号线
531,珠光花半里,南山区,4室1厅,13.23,2730,7号线
532,汇景豪苑,南山区,4室1厅,13.4,3390,1号线
533,马古岭小区,罗湖区,4室1厅,9.0,1590,3号线
534,中康生活区,福田区,4室1厅,8.0,1830,9号线
535,留仙苑1期,南山区,4室1厅,9.7,1790,7号线
536,龙联花园,南山区,4室1厅,12.3,1990,7号线
537,海月花园一期,南山区,4室1厅,14.2,3190,2号线
538,建安花园,宝安区,4室1厅,14.6,1760,5号线
539,富通天骏,龙华区,4室1厅,7.1,1460,4号线
540,阳光新境园,龙华区,3室1厅,8.9,1590,4号线
541,英郡年华,龙岗区,4室1厅,11.7,1790,3号线
542,滢水山庄,龙华区,3室1厅,10.6,1590,4号线
543,翠竹园,南山区,5室1厅,8.4,1760,2号线
544,翠竹园,南山区,5室1厅,8.8,1730,2号线
545,彩虹居,南山区,4室1厅,10.7,2190,1号线
546,天威花园,福田区,4室1厅,7.5,1890,4号线
547,华茂苑,福田区,4室1厅,13.4,2490,4号线
548,尚都二期,宝安区,4室1厅,8.7,2030,5号线
549,润恒尚园,宝安区,6室1厅,6.1,1490,1号线
550,贝丽花园,罗湖区,4室1厅,9.8,1890,3号线
551,竹盛花园,福田区,4室1厅,13.0,2760,1号线
552,华茂苑,福田区,4室1厅,14.6,2260,4号线
553,星海名城五期,南山区,4室1厅,10.5,2460,1号线
554,皇洲花园,福田区,4室1厅,5.8,1790,1号线
555,锦林新居,福田区,4室1厅,11.2,1860,9号线
556,万科城三期,龙岗区,5室1厅,15.4,1990,5号线
557,凯丰花园二期,福田区,4室1厅,12.6,2860,9号线
558,春树里,南山区,4室1厅,10.3,2390,2号线
559,星河传奇一期,龙华区,3室1厅,6.0,1530,4号线
560,龙珠花园(布吉),龙岗区,5室1厅,9.8,1760,3号线
561,鼎太风华四期,南山区,4室1厅,14.4,2860,11号线
562,英郡年华,龙岗区,4室1厅,14.2,1790,3号线
563,桂芳园七期,龙岗区,5室1厅,8.9,1590,3号线
564,莲丰花园,福田区,4室1厅,13.5,2160,4号线
565,中海日辉台,龙岗区,4室1厅,13.8,2190,5号线
566,太子山庄,南山区,4室1厅,13.0,2130,11号线
567,中海月朗苑,龙岗区,4室1厅,12.4,1860,5号线
568,尚水天成,龙岗区,5室1厅,11.8,1690,5号线
569,中信海阔天空,南山区,4室1厅,16.2,3860,2号线
570,布心花园二区,罗湖区,3室1厅,11.9,1660,7号线
571,中海月朗苑,龙岗区,4室1厅,15.1,2190,5号线
572,春树里,南山区,4室1厅,9.9,2290,2号线
573,翠竹园,南山区,5室1厅,9.4,1860,2号线
574,桂芳园六期,龙岗区,4室1厅,6.7,1460,3号线
575,竹盛花园,福田区,4室1厅,12.13,2560,1号线
576,贝丽花园,罗湖区,4室1厅,8.3,1630,3号线
577,城市印象,南山区,4室1厅,7.3,2190,11号线
578,港铁天颂,龙华区,4室1厅,13.0,1960,4号线
579,潜龙曼海宁花园南区,龙华区,5室1厅,14.5,2590,4号线
580,阳光荔景,南山区,4室1厅,15.1,2760,1号线
581,中航阳光新苑,龙华区,4室1厅,12.4,2090,4号线
582,世纪春城一期,龙华区,3室1厅,8.4,1490,5号线
583,百合山庄,龙岗区,4室1厅,9.3,1590,5号线
584,港铁天颂,龙华区,3室1厅,13.8,2690,4号线
585,中康生活区,福田区,4室1厅,11.2,2230,9号线
586,华润城润府一期,南山区,5室1厅,16.5,2960,1号线
587,华联花园,南山区,4室1厅,12.0,2090,11号线
588,招商桃花园,南山区,4室1厅,11.0,2560,2号线
589,吉星花园,龙岗区,4室1厅,10.2,1490,3号线
590,特发和平里,龙华区,5室1厅,6.8,1560,4号线
591,鸿瑞花园,南山区,4室1厅,8.0,2230,11号线
592,朝恒大厦,福田区,3室1厅,6.5,2090,4号线
593,春树里,南山区,4室1厅,11.8,2460,2号线
594,麒麟花园,南山区,4室1厅,11.5,2090,1号线
595,莲花北村,福田区,3室1厅,11.9,2060,4号线
596,广物花园,南山区,3室1厅,17.0,2690,2号线
597,新秀村南区,罗湖区,4室1厅,8.12,1530,2号线
598,潜龙鑫茂花园A区,龙华区,4室1厅,10.9,1860,5号线
599,梅兴苑,福田区,4室1厅,8.8,1760,9号线
600,福民新村,福田区,4室1厅,8.1,1760,7号线
601,梅兴苑,福田区,4室1厅,8.0,1760,9号线
602,万科城三期,龙岗区,4室1厅,8.26,1790,5号线
603,西城上筑花园,宝安区,4室1厅,9.4,2330,5号线
604,华联花园,南山区,4室1厅,14.9,2330,11号线
605,松坪村竹苑,南山区,4室1厅,11.0,1930,7号线
606,麒麟花园,南山区,3室1厅,7.8,1890,1号线
607,向南西海花园,南山区,4室1厅,10.5,2490,11号线
608,华润城润府一期,南山区,4室1厅,10.9,3560,1号线
609,金地海景花园,福田区,4室1厅,10.0,2460,7号线
610,景发花园,福田区,4室1厅,15.0,2730,2号线
611,福民新村,福田区,4室1厅,11.2,1890,7号线
612,天威花园,福田区,4室1厅,9.4,2160,4号线
613,富通好旺角一期,宝安区,5室1厅,10.3,1960,5号线
614,莲花二村,福田区,4室1厅,9.3,2160,3号线
615,信义假日名城博雅园,龙岗区,3室1厅,12.5,1790,5号线
616,学林雅院,南山区,3室1厅,17.8,3090,11号线
617,半岛花园A区,南山区,4室1厅,7.3,1960,2号线
618,星海名城一期五组团,南山区,4室1厅,7.26,1990,1号线
619,景田南小区,福田区,4室1厅,7.0,1960,9号线
620,大塘垅小区,罗湖区,4室1厅,7.0,1660,9号线
621,金碧世家,龙华区,4室1厅,10.5,1460,4号线
622,凯丽花园,南山区,4室1厅,8.3,2190,1号线
623,维富大厦,罗湖区,5室1厅,8.0,1590,3号线
624,新世界家园,福田区,4室1厅,8.0,2160,9号线
625,新秀村北区,罗湖区,3室1厅,11.8,1790,2号线
626,广博星海华庭,南山区,4室1厅,14.6,2760,2号线
627,春华四季园二期,龙华区,5室1厅,11.0,1360,5号线
628,溪山,龙华区,5室1厅,7.3,1890,4号线
629,豪方现代豪园,南山区,4室1厅,13.8,2890,1号线
630,紫薇花园,龙岗区,4室1厅,12.7,1260,3号线
631,华润城润府一期,南山区,4室1厅,11.4,3890,1号线
632,华润城润府一期,南山区,4室1厅,9.1,2690,1号线
633,金桃园大厦,南山区,4室1厅,15.32,3260,1号线
634,贝丽花园,罗湖区,4室1厅,10.9,2060,3号线
635,万科四季花城一期,龙岗区,5室1厅,6.0,1490,5号线
636,金梅花园,福田区,4室1厅,9.4,1830,9号线
637,梅兴苑,福田区,4室1厅,9.9,1830,9号线
638,中海锦城,龙华区,4室1厅,9.8,1860,4号线
639,景田西小区,福田区,4室1厅,9.1,1860,2号线
640,景鹏大厦,福田区,4室1厅,12.0,2490,2号线
641,雅福居,福田区,4室1厅,8.9,2360,2号线
642,桃花园(南山区),南山区,4室1厅,6.1,1860,1号线
643,鼎太风华二期,南山区,5室1厅,19.3,2560,1号线
644,阳光第五季,龙岗区,4室1厅,15.2,2390,5号线
645,西岸观邸,宝安区,5室1厅,11.4,2590,1号线
646,广物花园,南山区,3室1厅,14.16,2460,2号线
647,梅兴苑,福田区,4室1厅,11.3,2090,9号线
648,布心花园一区,罗湖区,4室1厅,7.3,1430,5号线
649,景田南小区,福田区,4室1厅,8.1,2160,9号线
650,港城华庭,福田区,4室1厅,5.9,1830,4号线
651,天健现代城,龙岗区,5室1厅,9.63,1360,
652,阳光荔景,南山区,4室1厅,11.0,2460,1号线
653,众冠西郡园,南山区,5室1厅,9.15,1990,5号线
654,滢水山庄,龙华区,4室1厅,13.8,2060,4号线
655,景贝北小区,罗湖区,3室1厅,15.1,2190,5号线
656,星河传奇一期,龙华区,5室1厅,6.5,1430,4号线
657,新洲苑,福田区,5室1厅,11.8,2330,7号线
658,松坪村梅苑,南山区,3室1厅,9.8,1890,7号线
659,佳兆业城市广场三期,龙岗区,4室1厅,8.43,1630,
660,英达花园,罗湖区,5室1厅,7.0,1530,3号线
661,天威花园,福田区,4室1厅,9.1,2290,4号线
662,深业新岸线一期,宝安区,3室1厅,15.6,2890,11号线
663,万科城二期,龙岗区,4室1厅,10.7,1990,5号线
664,信义假日名城四期锦绣园,龙岗区,4室1厅,10.6,1960,5号线
665,港铁天颂,龙华区,5室1厅,12.6,1760,4号线
666,建业小区北区,福田区,4室1厅,10.9,1960,7号线
667,大冲城市花园,南山区,4室1厅,11.4,3690,1号线
668,都市名园,罗湖区,5室1厅,7.6,1790,9号线
669,前海花园,南山区,4室1厅,7.38,1790,1号线
670,华彩花园,南山区,6室1厅,9.4,2830,2号线
671,新世界家园,福田区,4室1厅,8.1,2260,9号线
672,华联城市全景,宝安区,4室1厅,10.1,2660,5号线
673,春华四季园二期,龙华区,5室1厅,14.2,2090,5号线
674,港铁天颂,龙华区,5室1厅,14.5,2090,4号线
675,广博星海华庭,南山区,4室1厅,11.3,2560,2号线
676,麒麟花园,南山区,4室1厅,12.6,3090,1号线
677,麒麟花园,南山区,3室1厅,12.8,3090,1号线
678,百合星城一期,龙岗区,3室1厅,6.2,1790,3号线
679,华新村,福田区,5室1厅,13.9,2160,3号线
680,银海苑,福田区,4室1厅,8.9,2190,9号线
681,华茂苑,福田区,4室1厅,14.1,2790,4号线
682,万科四季花城一期,龙岗区,3室1厅,13.5,1790,5号线
683,京基东方华都,罗湖区,3室1厅,10.5,2160,3号线
684,景贝南小区,罗湖区,3室1厅,10.5,1790,5号线
685,福宇轩,福田区,4室1厅,11.0,2990,7号线
686,城市印象,南山区,4室1厅,6.7,2260,11号线
687,华茂苑,福田区,4室1厅,11.3,2130,4号线
688,山水情家园,南山区,4室1厅,8.3,1890,11号线
689,长安花园,福田区,4室1厅,10.3,2390,7号线
690,华联花园,南山区,4室1厅,8.0,1860,11号线
691,颐林雅院,福田区,5室1厅,16.6,3690,4号线
692,梅林二村,福田区,4室1厅,9.7,1860,9号线
693,华润城润府一期,南山区,4室1厅,10.9,3690,1号线
694,福民新村,福田区,4室1厅,11.8,1930,7号线
695,园岭新村,福田区,4室1厅,6.5,1660,3号线
696,景贝南小区,罗湖区,4室1厅,13.3,1790,5号线
697,滢水山庄二区,龙华区,4室1厅,9.9,1890,4号线
698,万科四季花城七期,龙岗区,4室1厅,14.9,1890,5号线
699,汇宾广场,南山区,4室1厅,10.0,2430,11号线
700,景贝北小区,罗湖区,3室1厅,11.0,1830,5号线
701,鸿新花园,福田区,3室1厅,14.0,2130,2号线
702,汇龙花园,福田区,3室1厅,12.2,2430,4号线
703,佳兆业城市广场三期,龙岗区,4室1厅,7.76,1690,
704,源兴居,罗湖区,4室1厅,7.3,1630,7号线
705,万科城三期,龙岗区,5室1厅,11.1,1790,5号线
706,金海丽名居,福田区,5室1厅,6.8,1790,7号线
707,万科第五园八期,龙岗区,4室1厅,11.5,2090,5号线
708,云海天城,南山区,3室1厅,14.4,2760,2号线
709,福民新村,福田区,4室1厅,6.6,1730,7号线
710,华茂苑,福田区,4室1厅,9.6,1960,4号线
711,景田西小区,福田区,4室1厅,9.1,1990,2号线
712,梅兴苑,福田区,4室1厅,12.7,2330,9号线
713,万科城一期,龙岗区,3室1厅,13.3,2090,5号线
714,春华四季园二期,龙华区,5室1厅,13.2,2090,5号线
715,华润城润府一期,南山区,4室1厅,11.6,3790,1号线
716,深业新岸线二期,宝安区,5室1厅,8.0,2060,1号线
717,贝丽花园,罗湖区,4室1厅,7.2,1590,3号线
718,佳兆业上品雅园,龙岗区,4室1厅,8.0,1630,5号线
719,世纪春城一期,龙华区,4室1厅,10.2,1730,5号线
720,先科花园,福田区,3室1厅,11.6,2360,4号线
721,海月花园三期,南山区,6室1厅,13.1,2660,2号线
722,海月花园三期,南山区,6室1厅,13.7,2630,2号线
723,新安湖花园,宝安区,4室1厅,12.2,1760,5号线
724,花果山小区,南山区,3室1厅,11.6,2160,2号线
725,海韵嘉园,南山区,3室1厅,14.6,2890,2号线
726,景贝北小区,罗湖区,3室1厅,9.7,1790,5号线
727,颐林雅院,福田区,5室1厅,10.4,2290,9号线
728,华润城润府一期,南山区,5室1厅,6.4,2090,1号线
729,鹏城花园,罗湖区,3室1厅,7.15,1490,5号线
730,西岸观邸,宝安区,5室1厅,7.3,2360,1号线
731,恒星园,福田区,4室1厅,15.0,2960,2号线
732,福中福花园一期,宝安区,4室1厅,11.8,1660,1号线
733,泰华豪园,宝安区,4室1厅,12.2,1890,1号线
734,金地梅陇镇四期,龙华区,3室1厅,12.5,1890,4号线
735,金地梅陇镇四期,龙华区,3室1厅,12.4,1890,4号线
736,泰华豪园,宝安区,4室1厅,12.1,1860,1号线
737,前海花园,南山区,4室1厅,7.1,1830,1号线
738,梅兴苑,福田区,4室1厅,10.1,2190,9号线
739,福中福花园二期,宝安区,4室1厅,10.4,1730,1号线
740,春华四季园一期,龙华区,5室1厅,14.6,1860,5号线
741,深业新岸线二期,宝安区,5室1厅,15.6,2860,1号线
742,佳兆业城市广场三期,龙岗区,4室1厅,8.63,1660,
743,佳兆业城市广场三期,龙岗区,4室1厅,8.46,1690,
744,中航阳光新苑,龙华区,3室1厅,8.8,1690,4号线
745,华昱苑,龙华区,3室1厅,14.2,1590,4号线
746,福民新村,福田区,4室1厅,7.9,1730,7号线
747,佳兆业城市广场一期,龙岗区,4室1厅,8.0,1490,
748,都市名园,罗湖区,5室1厅,11.3,3290,9号线
749,彩虹新都,福田区,4室1厅,8.3,2260,1号线
750,阳光第五季,龙岗区,4室1厅,7.06,1360,5号线
751,泰华豪园,宝安区,4室1厅,11.0,1590,1号线
752,万科城一期,龙岗区,4室1厅,9.3,2030,5号线
753,滨福庭园,南山区,4室1厅,8.6,2960,2号线
754,中海日辉台,龙岗区,4室1厅,6.82,1590,5号线
755,桂园,南山区,4室1厅,6.5,1560,2号线
756,福中福花园一期,宝安区,4室1厅,9.7,1690,1号线
757,碧海富通城五期,宝安区,2室1厅,16.6,1990,11号线
758,桂芳园六期,龙岗区,4室1厅,12.2,1860,3号线
759,诺德假日花园,南山区,3室1厅,6.9,1930,1号线
760,佳兆业城市广场三期,龙岗区,4室1厅,6.3,1630,
761,港铁天颂,龙华区,5室1厅,10.5,1760,4号线
762,玫瑰园小区,南山区,4室1厅,8.7,1930,2号线
763,华茂苑,福田区,4室1厅,11.2,2390,4号线
764,景鹏大厦,福田区,4室1厅,8.2,2390,2号线
765,华润城润府一期,南山区,4室1厅,8.1,2660,1号线
766,领航城领秀花园,宝安区,4室1厅,9.46,1560,1号线
767,华业玫瑰四季馨园一期,龙华区,5室1厅,13.0,1860,4号线
768,马古岭小区,罗湖区,4室1厅,9.1,1790,3号线
769,中海月朗苑,龙岗区,4室1厅,11.6,1590,5号线
770,前海花园,南山区,4室1厅,11.1,2130,1号线
771,金丰花园,福田区,4室1厅,11.0,2160,9号线
772,新安湖花园,宝安区,4室1厅,12.2,1690,5号线
773,景贝南小区,罗湖区,4室1厅,13.5,1830,5号线
774,港铁天颂,龙华区,4室1厅,8.0,1860,4号线
775,愉康花园,南山区,4室1厅,8.1,1890,11号线
776,港铁天颂,龙华区,5室1厅,18.0,2590,4号线
777,新新家园,福田区,4室1厅,7.1,2360,3号线
778,富豪花园,龙岗区,4室1厅,7.5,1490,5号线
779,景贝北小区,罗湖区,3室1厅,11.0,1930,5号线
780,新秀村北区,罗湖区,3室1厅,11.1,1960,2号线
781,金景花园,罗湖区,3室1厅,11.8,1990,9号线
782,佳兆业城市广场三期,龙岗区,4室1厅,8.9,1730,
783,鲁班大厦,福田区,3室1厅,13.9,2860,9号线
784,莲城花园,南山区,4室1厅,12.1,2260,1号线
785,罗湖金岸大厦,罗湖区,4室1厅,8.53,2490,1号线
786,滨海春城,宝安区,4室1厅,10.6,1730,5号线
787,景发花园,福田区,4室1厅,11.0,2660,2号线
788,荔园小区,南山区,2室1厅,8.38,1990,2号线
789,英达花园,罗湖区,5室1厅,6.1,1490,3号线
790,佳兆业城市广场三期,龙岗区,4室1厅,7.9,1590,
791,佳兆业城市广场三期,龙岗区,4室1厅,7.2,1590,
792,佳兆业城市广场三期,龙岗区,4室1厅,7.0,1590,
793,华润城润府一期,南山区,4室1厅,9.6,2960,1号线
794,碧海富通城三期,宝安区,4室1厅,11.3,1830,11号线
795,京基东方华都,罗湖区,3室1厅,7.2,2060,3号线
796,花果山小区,南山区,4室1厅,8.6,2390,2号线
797,福民新村,福田区,4室1厅,6.6,1860,7号线
798,佳兆业城市广场三期,龙岗区,4室1厅,9.5,2190,
799,新新家园,福田区,4室1厅,6.85,2290,3号线
800,佳兆业城市广场三期,龙岗区,4室1厅,7.3,1690,
801,佳兆业城市广场三期,龙岗区,4室1厅,7.5,1660,
802,佳兆业城市广场三期,龙岗区,4室1厅,7.2,1690,
803,佳兆业城市广场三期,龙岗区,4室1厅,7.7,1690,
804,佳兆业城市广场三期,龙岗区,4室1厅,7.5,1630,
805,佳兆业城市广场三期,龙岗区,4室1厅,7.7,1690,
806,佳兆业城市广场三期,龙岗区,4室1厅,7.0,1630,
807,佳兆业城市广场三期,龙岗区,4室1厅,7.01,1660,
808,中航阳光新苑,龙华区,5室1厅,13.5,2260,4号线
809,佳兆业城市广场三期,龙岗区,4室1厅,7.7,1690,
810,康达尔花园五期蝴蝶堡,龙岗区,4室1厅,12.8,1960,3号线
811,豪方现代豪园,南山区,4室1厅,10.2,2660,1号线
812,东乐花园,罗湖区,4室1厅,10.5,1890,5号线
813,新洲苑,福田区,5室1厅,6.5,2090,7号线
814,万科四季花城一期,龙岗区,4室1厅,8.27,1560,5号线
815,松坪村梅苑,南山区,3室1厅,10.4,2260,7号线
816,万科四季花城一期,龙岗区,5室1厅,8.4,1560,5号线
817,特发和平里二期,龙华区,4室1厅,12.1,2390,4号线
818,春华四季园二期,龙华区,5室1厅,13.5,2090,5号线
819,学府花园,南山区,3室1厅,14.1,2690,11号线
820,富通好旺角二期,宝安区,4室1厅,12.1,2230,5号线
821,新锦安雅园,宝安区,4室1厅,15.1,2190,1号线
822,滨福庭园,南山区,4室1厅,16.8,4360,2号线
823,彩田村,福田区,4室1厅,8.2,2460,4号线
824,荣超花园,龙岗区,4室1厅,11.1,1430,3号线
825,福贸花园,福田区,4室1厅,13.0,1960,9号线
826,佳兆业城市广场三期,龙岗区,4室1厅,9.91,1830,
827,鹏城花园,罗湖区,4室1厅,10.7,1760,5号线
828,深航假日名居,宝安区,6室1厅,9.6,1890,11号线
829,景贝北小区,罗湖区,3室1厅,9.1,1860,5号线
830,珠光花半里,南山区,4室1厅,9.8,1890,7号线
831,顺天大厦,南山区,4室1厅,15.92,3190,11号线
832,华业玫瑰四季馨园一期,龙华区,5室1厅,10.2,1690,4号线
834,荔园小区,南山区,2室1厅,9.52,2160,2号线
835,徽王府,龙岗区,5室1厅,15.0,1590,
836,后海花半里雅居,南山区,5室1厅,17.74,3060,2号线
837,英郡年华,龙岗区,5室1厅,12.6,1690,3号线
838,景田西小区,福田区,4室1厅,7.94,1990,2号线
839,佳兆业城市广场三期,龙岗区,4室1厅,8.5,1590,
840,春华四季园二期,龙华区,5室1厅,13.8,1590,5号线
841,华润城润府一期,南山区,4室1厅,7.5,2690,1号线
842,后海理想雅园,南山区,5室1厅,7.2,2330,2号线
843,鸣泉居,福田区,4室1厅,10.2,2960,2号线
844,景贝南小区,罗湖区,4室1厅,16.0,2090,5号线
845,麒麟花园,南山区,4室1厅,10.1,2290,1号线
846,中旅广场,南山区,4室1厅,22.3,2990,1号线
847,都市名园,罗湖区,5室1厅,11.6,2790,9号线
848,诺德假日花园,南山区,4室1厅,6.0,1660,1号线
849,赛格景苑,福田区,4室1厅,10.4,2160,2号线
850,珠江旭景佳园,龙岗区,4室1厅,17.2,1860,5号线
851,麒麟花园,南山区,4室1厅,8.4,1790,1号线
852,桃源村一期,南山区,4室1厅,9.3,1890,7号线
853,太白居,罗湖区,3室1厅,9.6,1890,5号线
854,玫瑰园小区,南山区,4室1厅,6.0,1490,2号线
855,碧海富通城三期,宝安区,4室1厅,8.2,1660,11号线
856,华茂苑,福田区,4室1厅,11.7,3390,4号线
857,珠光花半里,南山区,4室1厅,10.5,1990,7号线
858,汇景豪苑,南山区,4室1厅,6.1,1990,1号线
859,布心花园二区,罗湖区,3室1厅,12.2,1760,7号线
860,松茂御龙湾,宝安区,4室1厅,7.6,1790,11号线
861,万科城一期,龙岗区,3室1厅,7.7,1790,5号线
862,四海小区,南山区,3室1厅,10.3,1990,2号线
863,鸿景园,宝安区,5室1厅,10.3,1660,5号线
864,特发小区,福田区,4室1厅,11.2,2260,2号线
865,金福苑,福田区,4室1厅,15.0,2390,7号线
866,万科四季花城六期,龙岗区,5室1厅,16.5,2190,5号线
867,星河传奇一期,龙华区,5室1厅,7.0,1390,4号线
868,佳兆业城市广场三期,龙岗区,5室1厅,7.66,1390,
869,佳兆业城市广场三期,龙岗区,5室1厅,7.87,1390,
870,龙屋小区,罗湖区,4室1厅,12.3,1990,3号线
871,金竹园北座,南山区,3室1厅,14.1,1790,2号线
872,英达花园,罗湖区,5室1厅,8.3,2230,3号线
873,港铁天颂,龙华区,4室1厅,9.8,2090,4号线
874,幸福港湾一期,宝安区,4室1厅,6.7,1560,11号线
875,愉康花园,南山区,4室1厅,6.1,1560,11号线
876,中城康桥花园一期,龙岗区,4室1厅,12.7,1490,3号线
877,景贝南小区,罗湖区,4室1厅,15.1,1860,5号线
878,椰风海岸,南山区,4室1厅,11.7,2490,1号线
879,侨香公馆,福田区,3室1厅,6.6,2460,2号线
880,塘朗城广场东区,南山区,5室1厅,10.8,1830,5号线
881,鹏城花园,罗湖区,4室1厅,11.0,1760,5号线
882,信义嘉御山,龙岗区,4室1厅,8.2,1560,5号线
883,汇龙花园,福田区,4室1厅,10.1,1890,4号线
884,丰泽湖山庄,龙华区,4室1厅,8.2,1790,4号线
885,佳兆业城市广场三期,龙岗区,4室1厅,6.3,1690,
886,佳兆业城市广场三期,龙岗区,4室1厅,6.8,1690,
887,雅仕荔景苑,南山区,4室1厅,9.3,2690,2号线
